,0
39933,{α}
39934,{α}
39935,{α}
39936,{α}
39937,{α}
39938,{α}
39939,{α}
39940,{α}
39941,{α}
39942,{α}
39943,{α}
39944,{α}
39945,{α}
39946,{α}
39947,"{α, β}"
39948,{α}
39949,{α}
39950,{}
39951,{other}
39952,{α}
39953,{α}
39954,{α}
39955,"{α, β}"
39956,{α}
39957,{α}
39958,{other}
39959,{}
39960,{α}
39961,{α}
39962,"{α, δ}"
39963,{α}
39964,{α}
39965,{α}
39966,{α}
39967,{α}
39968,"{α, β}"
39969,{α}
39970,{α}
39971,{α}
39972,{α}
39973,{other}
39974,"{α, γ}"
39975,{α}
39976,{other}
39977,"{α, η}"
39978,{α}
39979,{α}
39980,{α}
39981,{α}
39982,{α}
39983,{α}
39984,{α}
39985,{α}
39986,{α}
39987,{α}
39988,{other}
39989,{}
39990,{α}
39991,{α}
39992,{α}
39993,{α}
39994,{α}
39995,{α}
39996,{α}
39997,{α}
39998,"{α, η}"
39999,{α}
40000,{}
40001,{α}
40002,"{α, θ}"
40003,{α}
40004,{α}
40005,{α}
40006,{α}
40007,"{α, γ}"
40008,{α}
40009,{α}
40010,{α}
40011,{α}
40012,{}
40013,{α}
40014,{other}
40015,{α}
40016,"{α, η}"
40017,{α}
40018,{}
40019,{other}
40020,{α}
40021,{α}
40022,"{α, η}"
40023,{}
40024,{α}
40025,{α}
40026,{α}
40027,{α}
40028,{other}
40029,{α}
40030,{α}
40031,{α}
40032,{α}
40033,{α}
40034,{α}
40035,{α}
40036,{α}
40037,{α}
40038,{}
40039,{α}
40040,{α}
40041,{α}
40042,{α}
40043,"{α, η}"
40044,{α}
40045,{α}
40046,{α}
40047,{α}
40048,{}
40049,{}
40050,{α}
40051,{α}
40052,"{α, β}"
40053,{}
40054,{α}
40055,{α}
40056,"{α, ε, η}"
40057,{α}
40058,{α}
40059,"{α, γ}"
40060,{other}
40061,{α}
40062,{α}
40063,{}
40064,{α}
40065,{other}
40066,"{α, η}"
40067,{α}
40068,"{α, η}"
40069,{α}
40070,{α}
40071,{}
40072,{α}
40073,{other}
40074,{}
40075,"{α, ε}"
40076,{}
40077,{α}
40078,{α}
40079,{α}
40080,{α}
40081,{other}
40082,{other}
40083,{α}
40084,{α}
40085,"{α, η}"
40086,{α}
40087,{}
40088,{α}
40089,{α}
40090,{α}
40091,{α}
40092,{α}
40093,{α}
40094,{α}
40095,{α}
40096,{α}
40097,{α}
40098,{}
40099,{α}
40100,"{α, η}"
40101,{α}
40102,{α}
40103,{α}
40104,{α}
40105,{α}
40106,{α}
40107,{α}
40108,"{α, η}"
40109,{α}
40110,{α}
40111,{α}
40112,{α}
40113,{α}
40114,{α}
40115,{α}
40116,{other}
40117,"{α, ε, η}"
40118,{α}
40119,{α}
40120,{α}
40121,"{α, η}"
40122,{α}
40123,{α}
40124,{α}
40125,{α}
40126,{α}
40127,{}
40128,{α}
40129,{α}
40130,{}
40131,"{α, η}"
40132,"{α, δ}"
40133,{α}
40134,"{α, γ}"
40135,{α}
40136,{α}
40137,{α}
40138,{α}
40139,{other}
40140,{α}
40141,{α}
40142,{α}
40143,{}
40144,{α}
40145,{α}
40146,{α}
40147,{α}
40148,{α}
40149,"{α, β}"
40150,{α}
40151,{α}
40152,{α}
40153,{α}
40154,{α}
40155,"{α, η}"
40156,"{α, ε}"
40157,"{α, η}"
40158,{α}
40159,{α}
40160,"{α, η}"
40161,"{α, β}"
40162,{α}
40163,{α}
40164,{α}
40165,{α}
40166,{α}
40167,{α}
40168,{α}
40169,"{α, β}"
40170,"{α, η}"
40171,{α}
40172,{α}
40173,{α}
40174,{α}
40175,"{α, γ}"
40176,{α}
40177,"{α, ψ}"
40178,"{α, γ}"
40179,{α}
40180,"{α, μ}"
40181,{α}
40182,{α}
40183,{}
40184,{α}
40185,"{α, γ}"
40186,{α}
40187,"{α, β}"
40188,{α}
40189,{α}
40190,{α}
40191,{α}
40192,"{α, δ}"
40193,{α}
40194,"{α, η}"
40195,"{α, γ}"
40196,{α}
40197,{α}
40198,{α}
40199,{α}
40200,{α}
40201,"{α, δ}"
40202,{α}
40203,{α}
40204,{α}
40205,{other}
40206,{α}
40207,{α}
40208,"{α, θ}"
40209,{α}
40210,"{α, η}"
40211,"{α, η}"
40212,"{α, β}"
40213,{α}
40214,{α}
40215,{α}
40216,{α}
40217,{α}
40218,{α}
40219,{α}
40220,{α}
40221,"{α, η}"
40222,{α}
40223,{α}
40224,"{α, γ}"
40225,{α}
40226,{α}
40227,{α}
40228,{α}
40229,{α}
40230,{α}
40231,{α}
40232,{α}
40233,"{α, η}"
40234,{α}
40235,{}
40236,"{α, γ}"
40237,{α}
40238,"{α, γ}"
40239,{α}
40240,{α}
40241,{α}
40242,{α}
40243,{α}
40244,{α}
40245,{α}
40246,{}
40247,{α}
40248,{α}
40249,{other}
40250,"{α, η}"
40251,"{α, η}"
40252,"{α, ψ}"
40253,{α}
40254,{α}
40255,{α}
40256,"{α, γ}"
40257,{other}
40258,{α}
40259,{α}
40260,{α}
40261,"{α, δ}"
40262,{α}
40263,{α}
40264,{α}
40265,"{α, η}"
40266,{α}
40267,{α}
40268,{α}
40269,{α}
40270,{other}
40271,{α}
40272,{α}
40273,{α}
40274,{α}
40275,{other}
40276,{α}
40277,"{α, γ}"
40278,{α}
40279,"{α, θ}"
40280,{α}
40281,{α}
40282,{other}
40283,{other}
40284,{α}
40285,{α}
40286,{α}
40287,{α}
40288,{α}
40289,{α}
40290,{}
40291,{α}
40292,{α}
40293,{other}
40294,{}
40295,{α}
40296,{other}
40297,{α}
40298,{α}
40299,{α}
40300,{α}
40301,"{α, η}"
40302,{α}
40303,"{α, β}"
40304,{α}
40305,{α}
40306,"{α, η}"
40307,{}
40308,{α}
40309,"{α, η}"
40310,"{α, δ}"
40311,{α}
40312,"{α, η}"
40313,{α}
40314,{α}
40315,{α}
40316,{α}
40317,{α}
40318,{α}
40319,{α}
40320,{other}
40321,{α}
40322,{}
40323,{α}
40324,{α}
40325,{α}
40326,{α}
40327,{α}
40328,{α}
40329,{α}
40330,{α}
40331,"{α, η}"
40332,{α}
40333,{α}
40334,{α}
40335,"{α, γ}"
40336,"{α, η}"
40337,{α}
40338,{α}
40339,"{α, γ}"
40340,{α}
40341,"{α, η}"
40342,{α}
40343,{α}
40344,"{α, η}"
40345,{α}
40346,{α}
40347,{other}
40348,{α}
40349,{α}
40350,{α}
40351,{α}
40352,{α}
40353,"{α, η}"
40354,{α}
40355,{α}
40356,{α}
40357,{α}
40358,{}
40359,{α}
40360,{other}
40361,{α}
40362,"{α, γ}"
40363,{α}
40364,{α}
40365,{}
40366,{α}
40367,"{α, η}"
40368,{α}
40369,{}
40370,{α}
40371,{other}
40372,"{α, δ}"
40373,{}
40374,{α}
40375,"{α, δ}"
40376,{α}
40377,{α}
40378,{}
40379,{α}
40380,{α}
40381,{α}
40382,{α}
40383,{α}
40384,{α}
40385,{α}
40386,{α}
40387,{α}
40388,{α}
40389,{α}
40390,{α}
40391,{α}
40392,{α}
40393,{other}
40394,{α}
40395,{other}
40396,{α}
40397,{other}
40398,"{α, β}"
40399,{α}
40400,{α}
40401,{α}
40402,{α}
40403,{α}
40404,{α}
40405,{α}
40406,"{α, η}"
40407,{}
40408,{α}
40409,{α}
40410,{α}
40411,{α}
40412,{α}
40413,"{α, β}"
40414,{α}
40415,"{α, γ}"
40416,{α}
40417,{}
40418,"{α, η}"
40419,"{α, ε}"
40420,{other}
40421,"{α, η}"
40422,{α}
40423,{α}
40424,{α}
40425,{other}
40426,{α}
40427,{α}
40428,{}
40429,"{α, η}"
40430,{α}
40431,{α}
40432,{α}
40433,{other}
40434,{α}
40435,{α}
40436,{α}
40437,{α}
40438,{α}
40439,{α}
40440,{α}
40441,{}
40442,{}
40443,{}
40444,"{α, η}"
40445,{α}
40446,"{α, η}"
40447,{α}
40448,"{α, η}"
40449,{α}
40450,{α}
40451,{α}
40452,"{α, γ}"
40453,{α}
40454,{}
40455,{other}
40456,{α}
40457,"{α, β}"
40458,{α}
40459,{other}
40460,{α}
40461,{α}
40462,{α}
40463,{α}
40464,{α}
40465,{}
40466,{α}
40467,{α}
40468,{α}
40469,{α}
40470,{α}
40471,{other}
40472,{}
40473,{α}
40474,{α}
40475,{α}
40476,{}
40477,"{α, η}"
40478,{α}
40479,{α}
40480,{α}
40481,{α}
40482,"{α, γ}"
40483,{other}
40484,"{α, η}"
40485,{α}
40486,{α}
40487,{}
40488,{α}
40489,{}
40490,{α}
40491,{α}
40492,{α}
40493,{other}
40494,{α}
40495,{α}
40496,{α}
40497,{α}
40498,{α}
40499,{α}
40500,"{α, δ}"
40501,{α}
40502,{other}
40503,{α}
40504,{α}
40505,"{α, η}"
40506,{α}
40507,{α}
40508,{α}
40509,"{α, η}"
40510,{α}
40511,{other}
40512,{α}
40513,{other}
40514,{α}
40515,{}
40516,{α}
40517,{other}
40518,{α}
40519,{α}
40520,{α}
40521,{α}
40522,{α}
40523,{α}
40524,{α}
40525,"{α, η}"
40526,{α}
40527,{α}
40528,"{α, η}"
40529,"{α, η}"
40530,"{α, θ}"
40531,"{α, η}"
40532,{α}
40533,{α}
40534,{α}
40535,{α}
40536,{α}
40537,{other}
40538,"{α, η}"
40539,{α}
40540,{α}
40541,{α}
40542,{α}
40543,{α}
40544,{α}
40545,{α}
40546,"{α, η}"
40547,{other}
40548,{α}
40549,{α}
40550,{α}
40551,{α}
40552,{}
40553,{α}
40554,{α}
40555,{α}
40556,{other}
40557,{other}
40558,{α}
40559,{α}
40560,{α}
40561,{other}
40562,{α}
40563,{α}
40564,{α}
40565,{other}
40566,"{α, β}"
40567,"{α, η}"
40568,{α}
40569,{α}
40570,{other}
40571,"{α, β}"
40572,{α}
40573,{α}
40574,{α}
40575,{α}
40576,"{α, η}"
40577,"{α, η}"
40578,{α}
40579,{α}
40580,{α}
40581,"{α, η}"
40582,{α}
40583,{α}
40584,{α}
40585,{}
40586,"{α, γ}"
40587,"{α, γ}"
40588,{}
40589,"{α, η}"
40590,{α}
40591,{α}
40592,{α}
40593,{α}
40594,"{α, η}"
40595,{α}
40596,"{α, β}"
40597,{α}
40598,{α}
40599,"{α, η}"
40600,{α}
40601,{α}
40602,"{α, γ}"
40603,{}
40604,{α}
40605,{α}
40606,{α}
40607,"{α, β}"
40608,{α}
40609,{α}
40610,{α}
40611,{α}
40612,{α}
40613,{α}
40614,{α}
40615,{α}
40616,{α}
40617,"{α, η}"
40618,"{α, γ}"
40619,{α}
40620,{other}
40621,{α}
40622,{α}
40623,{α}
40624,"{α, δ}"
40625,{α}
40626,"{α, γ}"
40627,"{α, β}"
40628,{α}
40629,{α}
40630,"{α, η}"
40631,"{α, η}"
40632,"{α, δ}"
40633,"{α, η}"
40634,{α}
40635,{α}
40636,{α}
40637,"{α, β}"
40638,{α}
40639,{α}
40640,{α}
40641,{α}
40642,{α}
40643,{other}
40644,{α}
40645,"{α, δ}"
40646,{α}
40647,"{α, η}"
40648,{α}
40649,{α}
40650,{α}
40651,{other}
40652,{}
40653,"{α, η}"
40654,{α}
40655,{α}
40656,{α}
40657,"{α, δ}"
40658,{α}
40659,{other}
40660,{α}
40661,{α}
40662,"{α, μ}"
40663,{α}
40664,{α}
40665,{α}
40666,{α}
40667,{α}
40668,{α}
40669,{α}
40670,{α}
40671,"{α, β}"
40672,{α}
40673,{α}
40674,{α}
40675,{α}
40676,{α}
40677,{α}
40678,{α}
40679,{α}
40680,{α}
40681,"{α, γ}"
40682,{α}
40683,{α}
40684,{}
40685,"{α, η}"
40686,{α}
40687,{}
40688,{α}
40689,{α}
40690,{other}
40691,"{α, ε}"
40692,{α}
40693,{α}
40694,{}
40695,"{α, η}"
40696,{other}
40697,{α}
40698,{α}
40699,{α}
40700,{other}
40701,{α}
40702,{other}
40703,{α}
40704,"{α, γ}"
40705,"{α, ψ}"
40706,"{α, θ}"
40707,{α}
40708,{}
40709,{α}
40710,{α}
40711,"{α, β}"
40712,"{α, η}"
40713,{α}
40714,"{α, η}"
40715,{α}
40716,{α}
40717,{α}
40718,{}
40719,{α}
40720,{α}
40721,"{α, η}"
40722,{α}
40723,{α}
40724,{other}
40725,{α}
40726,"{α, η}"
40727,{}
40728,{}
40729,{α}
40730,{other}
40731,{α}
40732,"{α, η}"
40733,{α}
40734,{α}
40735,{}
40736,{}
40737,{α}
40738,{α}
40739,{α}
40740,{α}
40741,{α}
40742,{α}
40743,"{α, η}"
40744,"{α, γ}"
40745,{α}
40746,{α}
40747,{α}
40748,{α}
40749,"{α, η}"
40750,{α}
40751,{α}
40752,{α}
40753,{α}
40754,{α}
40755,"{α, ψ}"
40756,{α}
40757,{α}
40758,{α}
40759,{α}
40760,{α}
40761,{α}
40762,{α}
40763,{α}
40764,{}
40765,{α}
40766,{α}
40767,{α}
40768,{α}
40769,"{α, θ}"
40770,{α}
40771,{α}
40772,{α}
40773,{α}
40774,{α}
40775,{}
40776,{α}
40777,"{α, ψ}"
40778,{α}
40779,{}
40780,{α}
40781,{α}
40782,{α}
40783,{α}
40784,{other}
40785,{α}
40786,{α}
40787,"{α, η}"
40788,"{α, η}"
40789,"{α, η}"
40790,{α}
40791,{}
40792,{α}
40793,{α}
40794,{α}
40795,{α}
40796,{other}
40797,{}
40798,{α}
40799,{}
40800,"{α, η}"
40801,{α}
40802,{α}
40803,"{α, β}"
40804,{α}
40805,{α}
40806,{α}
40807,{α}
40808,{α}
40809,"{α, η}"
40810,{α}
40811,{α}
40812,{α}
40813,{α}
40814,{α}
40815,"{α, β}"
40816,{}
40817,{α}
40818,"{α, δ}"
40819,{α}
40820,{α}
40821,"{α, γ}"
40822,{α}
40823,{α}
40824,{}
40825,"{α, θ}"
40826,{α}
40827,{other}
40828,{α}
40829,{α}
40830,{α}
40831,"{α, η}"
40832,{α}
40833,"{α, η}"
40834,"{α, γ}"
40835,{α}
40836,{other}
40837,{α}
40838,{α}
40839,{α}
40840,{}
40841,{α}
40842,{α}
40843,"{α, δ}"
40844,{α}
40845,{}
40846,"{α, γ}"
40847,{α}
40848,"{α, η}"
40849,{α}
40850,{α}
40851,{α}
40852,{α}
40853,{other}
40854,{α}
40855,{α}
40856,"{α, η}"
40857,"{α, η}"
40858,{α}
40859,{α}
40860,{α}
40861,{α}
40862,{α}
40863,{}
40864,{other}
40865,{α}
40866,{α}
40867,{α}
40868,{α}
40869,"{α, η}"
40870,{α}
40871,{}
40872,{α}
40873,{α}
40874,"{α, η}"
40875,{other}
40876,"{α, η}"
40877,{}
40878,{α}
40879,{α}
40880,{α}
40881,{α}
40882,{α}
40883,"{α, η}"
40884,{}
40885,{α}
40886,"{α, γ}"
40887,{α}
40888,{α}
40889,{α}
40890,{other}
40891,{other}
40892,{α}
40893,{α}
40894,{}
40895,{α}
40896,"{α, η}"
40897,{α}
40898,{other}
40899,{α}
40900,{α}
40901,{α}
40902,"{α, η}"
40903,{α}
40904,"{α, γ}"
40905,"{α, η}"
40906,{α}
40907,{α}
40908,{α}
40909,"{α, η}"
40910,"{α, η}"
40911,"{α, γ}"
40912,{α}
40913,{α}
40914,{α}
40915,{α}
40916,{α}
40917,{α}
40918,{α}
40919,{}
40920,{α}
40921,{other}
40922,"{α, δ}"
40923,"{α, η}"
40924,{α}
40925,{other}
40926,"{α, γ}"
40927,{α}
40928,"{α, γ}"
40929,"{α, η}"
40930,{α}
40931,"{α, η}"
40932,{α}
40933,{α}
40934,{α}
40935,{α}
40936,{α}
40937,{α}
40938,{α}
40939,{α}
40940,{α}
40941,{α}
40942,{α}
40943,{α}
40944,{α}
40945,{α}
40946,{α}
40947,{α}
40948,{α}
40949,{α}
40950,{α}
40951,{}
40952,{}
40953,{α}
40954,{α}
40955,{α}
40956,"{α, β}"
40957,{α}
40958,{α}
40959,{α}
40960,{}
40961,{α}
40962,{α}
40963,{α}
40964,{α}
40965,{}
40966,"{α, ε}"
40967,{α}
40968,{α}
40969,{α}
40970,{α}
40971,"{α, η}"
40972,{α}
40973,{α}
40974,"{α, γ}"
40975,{α}
40976,{α}
40977,{α}
40978,{α}
40979,"{α, γ}"
40980,{α}
40981,{α}
40982,"{α, γ}"
40983,{α}
40984,"{α, η}"
40985,{α}
40986,{α}
40987,{α}
40988,"{α, γ}"
40989,{α}
40990,"{α, γ}"
40991,"{α, γ}"
40992,{α}
40993,"{α, γ}"
40994,"{α, ψ}"
40995,{α}
40996,{α}
40997,{α}
40998,{α}
40999,"{α, η}"
41000,{}
41001,{α}
41002,{α}
41003,{α}
41004,{α}
41005,{α}
41006,{α}
41007,{other}
41008,{α}
41009,{α}
41010,{α}
41011,{}
41012,{α}
41013,{}
41014,"{α, η}"
41015,{α}
41016,{α}
41017,{α}
41018,"{α, η}"
41019,{α}
41020,{α}
41021,{α}
41022,{α}
41023,{α}
41024,"{α, η}"
41025,{α}
41026,{α}
41027,{α}
41028,{α}
41029,"{α, γ}"
41030,{α}
41031,{α}
41032,{other}
41033,{α}
41034,{}
41035,"{α, γ}"
41036,{α}
41037,{α}
41038,{other}
41039,{α}
41040,{α}
41041,{α}
41042,{α}
41043,{α}
41044,{α}
41045,{α}
41046,{α}
41047,{α}
41048,{α}
41049,{α}
41050,{α}
41051,{α}
41052,{α}
41053,{α}
41054,{α}
41055,"{α, γ}"
41056,{}
41057,{α}
41058,{other}
41059,{α}
41060,{α}
41061,{α}
41062,{}
41063,{α}
41064,{α}
41065,{α}
41066,"{α, η}"
41067,"{α, β}"
41068,{α}
41069,{α}
41070,"{α, γ}"
41071,{α}
41072,{α}
41073,{α}
41074,{α}
41075,"{α, β}"
41076,{}
41077,{α}
41078,{α}
41079,{other}
41080,"{α, γ}"
41081,{α}
41082,{α}
41083,{α}
41084,{α}
41085,{α}
41086,"{α, δ}"
41087,{α}
41088,{α}
41089,{α}
41090,{α}
41091,"{α, η}"
41092,{α}
41093,"{α, η}"
41094,{α}
41095,"{α, ψ}"
41096,{α}
41097,{α}
41098,"{α, δ}"
41099,{α}
41100,{α}
41101,{α}
41102,{α}
41103,{α}
41104,{α}
41105,{α}
41106,"{α, β}"
41107,{α}
41108,{α}
41109,{α}
41110,"{α, η}"
41111,"{α, β}"
41112,{α}
41113,{α}
41114,"{α, γ}"
41115,"{α, γ}"
41116,{α}
41117,{α}
41118,"{α, η}"
41119,{α}
41120,{α}
41121,{α}
41122,{α}
41123,{α}
41124,{α}
41125,{other}
41126,{α}
41127,{α}
41128,{α}
41129,"{α, β}"
41130,{α}
41131,{α}
41132,{α}
41133,"{α, β}"
41134,"{α, η}"
41135,"{α, λ}"
41136,{α}
41137,{α}
41138,{α}
41139,{α}
41140,{α}
41141,{α}
41142,{α}
41143,"{α, γ}"
41144,"{α, γ}"
41145,{α}
41146,{α}
41147,{α}
41148,{}
41149,{α}
41150,"{α, β}"
41151,{other}
41152,{α}
41153,{α}
41154,{α}
41155,{α}
41156,{α}
41157,{α}
41158,"{α, η}"
41159,"{α, η}"
41160,{}
41161,{α}
41162,{α}
41163,{α}
41164,{α}
41165,{α}
41166,{}
41167,{α}
41168,{α}
41169,{α}
41170,{α}
41171,{α}
41172,"{α, η}"
41173,{}
41174,{α}
41175,{α}
41176,{α}
41177,"{α, δ}"
41178,{α}
41179,{α}
41180,{α}
41181,{α}
41182,{α}
41183,{α}
41184,"{α, η}"
41185,{}
41186,{α}
41187,"{α, η}"
41188,"{α, δ}"
41189,{α}
41190,"{α, β}"
41191,{α}
41192,{α}
41193,{α}
41194,{α}
41195,{α}
41196,{α}
41197,"{α, η}"
41198,{α}
41199,{α}
41200,"{α, β}"
41201,{other}
41202,{α}
41203,{α}
41204,"{α, γ}"
41205,{α}
41206,{α}
41207,{α}
41208,"{α, θ}"
41209,"{α, η}"
41210,{}
41211,{}
41212,"{α, η}"
41213,{α}
41214,{α}
41215,{α}
41216,{α}
41217,{α}
41218,{}
41219,"{α, γ}"
41220,{α}
41221,"{α, η}"
41222,{α}
41223,{}
41224,{α}
41225,{other}
41226,{α}
41227,{α}
41228,{other}
41229,{other}
41230,{α}
41231,{α}
41232,{α}
41233,"{α, γ}"
41234,{α}
41235,{other}
41236,{}
41237,{α}
41238,"{α, η}"
41239,{α}
41240,{α}
41241,"{α, η}"
41242,{α}
41243,{α}
41244,{}
41245,{α}
41246,{α}
41247,{α}
41248,"{α, γ}"
41249,{α}
41250,{α}
41251,"{α, η}"
41252,{}
41253,{α}
41254,{α}
41255,{α}
41256,{α}
41257,{α}
41258,{α}
41259,{α}
41260,"{α, δ}"
41261,{}
41262,{other}
41263,{α}
41264,{α}
41265,{α}
41266,{α}
41267,{α}
41268,{α}
41269,{α}
41270,{α}
41271,{α}
41272,{α}
41273,"{α, γ}"
41274,{α}
41275,{α}
41276,{α}
41277,{α}
41278,{other}
41279,{α}
41280,"{α, δ}"
41281,{α}
41282,{α}
41283,{α}
41284,{other}
41285,{other}
41286,{α}
41287,"{α, δ}"
41288,{α}
41289,{α}
41290,{α}
41291,{α}
41292,{other}
41293,{other}
41294,{α}
41295,{other}
41296,{other}
41297,{α}
41298,{α}
41299,{α}
41300,{α}
41301,{α}
41302,{α}
41303,{}
41304,{α}
41305,{α}
41306,{α}
41307,{α}
41308,{α}
41309,{α}
41310,{α}
41311,{}
41312,{α}
41313,{α}
41314,{α}
41315,{α}
41316,{α}
41317,{α}
41318,"{α, γ}"
41319,"{α, γ}"
41320,{α}
41321,{α}
41322,{α}
41323,{α}
41324,{}
41325,{other}
41326,{α}
41327,{α}
41328,{α}
41329,{α}
41330,"{α, η}"
41331,"{α, η}"
41332,{α}
41333,{α}
41334,{α}
41335,{α}
41336,{α}
41337,"{α, η}"
41338,{α}
41339,{α}
41340,{α}
41341,{α}
41342,"{α, η}"
41343,{α}
41344,{α}
41345,"{α, γ}"
41346,{}
41347,{}
41348,"{α, η}"
41349,{α}
41350,{α}
41351,"{α, η}"
41352,{other}
41353,{α}
41354,{α}
41355,{α}
41356,{α}
41357,{α}
41358,{α}
41359,"{α, η}"
41360,"{α, η}"
41361,"{α, γ}"
41362,{α}
41363,{α}
41364,{}
41365,{α}
41366,{α}
41367,{α}
41368,{α}
41369,"{α, η}"
41370,"{α, η}"
41371,"{α, β}"
41372,"{α, η}"
41373,{α}
41374,{α}
41375,{α}
41376,{α}
41377,{α}
41378,{α}
41379,{α}
41380,{α}
41381,{α}
41382,{}
41383,"{α, γ}"
41384,{α}
41385,{α}
41386,{α}
41387,{α}
41388,{α}
41389,"{α, γ}"
41390,{α}
41391,{α}
41392,{α}
41393,{α}
41394,{α}
41395,{α}
41396,{α}
41397,{α}
41398,{α}
41399,{α}
41400,{α}
41401,{α}
41402,{α}
41403,{α}
41404,{α}
41405,{α}
41406,{α}
41407,{α}
41408,{other}
41409,"{α, ε}"
41410,{α}
41411,{α}
41412,{α}
41413,{}
41414,"{α, η}"
41415,{}
41416,{α}
41417,{α}
41418,{α}
41419,{α}
41420,{}
41421,{α}
41422,{}
41423,{}
41424,{other}
41425,{}
41426,{α}
41427,{}
41428,{α}
41429,{α}
41430,{}
41431,"{α, η}"
41432,{α}
41433,{α}
41434,{other}
41435,{α}
41436,{}
41437,{α}
41438,{α}
41439,{α}
41440,"{α, η}"
41441,{α}
41442,"{α, δ}"
41443,{}
41444,{α}
41445,{α}
41446,{α}
41447,{α}
41448,{other}
41449,{α}
41450,{}
41451,{α}
41452,"{α, ψ}"
41453,"{α, η}"
41454,{α}
41455,{α}
41456,{}
41457,"{α, δ}"
41458,"{α, η}"
41459,{α}
41460,{α}
41461,{α}
41462,{α}
41463,"{α, η}"
41464,"{α, η}"
41465,{α}
41466,{α}
41467,"{α, η}"
41468,{other}
41469,{α}
41470,{}
41471,{α}
41472,{α}
41473,{α}
41474,{α}
41475,"{α, β}"
41476,"{α, η}"
41477,{α}
41478,{α}
41479,{α}
41480,"{α, η}"
41481,{}
41482,{α}
41483,{α}
41484,"{α, θ}"
41485,{α}
41486,{other}
41487,{}
41488,{α}
41489,{α}
41490,"{α, δ}"
41491,{α}
41492,{α}
41493,"{α, η}"
41494,{α}
41495,{α}
41496,{α}
41497,"{α, ψ}"
41498,{α}
41499,{α}
41500,"{α, η}"
41501,"{α, η}"
41502,{α}
41503,"{α, η}"
41504,{α}
41505,{other}
41506,"{α, δ}"
41507,{α}
41508,{other}
41509,"{α, γ}"
41510,{α}
41511,{α}
41512,{}
41513,{α}
41514,{α}
41515,{α}
41516,{α}
41517,{other}
41518,"{α, η}"
41519,{α}
41520,{α}
41521,{}
41522,"{α, η}"
41523,{α}
41524,{α}
41525,{α}
41526,{α}
41527,"{α, δ}"
41528,{α}
41529,"{α, γ}"
41530,{}
41531,"{α, β}"
41532,{α}
41533,{}
41534,{α}
41535,{α}
41536,{α}
41537,{α}
41538,{α}
41539,"{α, ε}"
41540,{other}
41541,{α}
41542,{other}
41543,{α}
41544,"{α, β}"
41545,{}
41546,{α}
41547,{α}
41548,"{α, η}"
41549,{other}
41550,{α}
41551,"{α, γ}"
41552,{other}
41553,"{α, γ}"
41554,{α}
41555,{α}
41556,"{α, γ}"
41557,{α}
41558,{other}
41559,{}
41560,{other}
41561,{α}
41562,"{α, η}"
41563,{α}
41564,{α}
41565,{α}
41566,"{α, η}"
41567,{α}
41568,{α}
41569,{α}
41570,{α}
41571,{α}
41572,{α}
41573,{α}
41574,{other}
41575,{other}
41576,{α}
41577,"{α, β}"
41578,{α}
41579,{α}
41580,{α}
41581,{α}
41582,{α}
41583,{α}
41584,{α}
41585,{α}
41586,"{α, γ}"
41587,{α}
41588,{α}
41589,"{α, δ}"
41590,{α}
41591,"{α, η}"
41592,{α}
41593,"{α, β}"
41594,{α}
41595,{α}
41596,"{α, η}"
41597,{α}
41598,"{α, γ}"
41599,{α}
41600,{α}
41601,"{α, ε, η}"
41602,{α}
41603,"{α, η}"
41604,{α}
41605,{α}
41606,{α}
41607,"{α, γ}"
41608,"{α, γ}"
41609,{α}
41610,{α}
41611,{}
41612,"{α, γ}"
41613,{}
41614,{α}
41615,{α}
41616,{α}
41617,{α}
41618,{α}
41619,{α}
41620,{α}
41621,{α}
41622,"{α, η}"
41623,{α}
41624,{α}
41625,{α}
41626,{α}
41627,"{α, η}"
41628,{α}
41629,{α}
41630,{α}
41631,{α}
41632,{α}
41633,{α}
41634,{α}
41635,{α}
41636,{α}
41637,{α}
41638,"{α, γ}"
41639,"{α, γ}"
41640,"{α, η}"
41641,{α}
41642,"{α, μ}"
41643,{α}
41644,{α}
41645,"{α, γ}"
41646,{α}
41647,{α}
41648,{other}
41649,{α}
41650,{α}
41651,{α}
41652,{α}
41653,"{α, γ}"
41654,{α}
41655,"{α, η}"
41656,{α}
41657,"{α, η}"
41658,{α}
41659,"{α, θ}"
41660,{α}
41661,{α}
41662,{α}
41663,{}
41664,{α}
41665,{α}
41666,"{α, γ}"
41667,{α}
41668,"{α, η}"
41669,{α}
41670,"{α, θ}"
41671,{α}
41672,{α}
41673,{α}
41674,{α}
41675,{α}
41676,{α}
41677,{α}
41678,{α}
41679,{α}
41680,{α}
41681,{α}
41682,{α}
41683,"{α, η}"
41684,{α}
41685,{α}
41686,"{α, η}"
41687,{α}
41688,{α}
41689,{α}
41690,{α}
41691,{other}
41692,{}
41693,{α}
41694,{α}
41695,"{α, γ}"
41696,"{α, γ}"
41697,{α}
41698,{α}
41699,{α}
41700,{α}
41701,"{α, η}"
41702,{α}
41703,{α}
41704,{α}
41705,{α}
41706,"{α, η}"
41707,{α}
41708,{α}
41709,{other}
41710,"{α, γ}"
41711,{}
41712,{α}
41713,"{α, η}"
41714,"{α, γ}"
41715,{α}
41716,{other}
41717,"{α, γ}"
41718,{α}
41719,{α}
41720,{α}
41721,{α}
41722,{α}
41723,"{α, η}"
41724,{α}
41725,{α}
41726,{α}
41727,{α}
41728,"{α, δ}"
